"year";"venue_name";"country_name";"artist_name";"song_name";"runningOrder";"placed";"placedJury";"placedTelevote";"pointsJury";"pointsTelevote";"youtubeLink";"appleMusicLink";"spotifyLink"
1988;"RDS Simmonscourt Pavilion";"Switzerland";"Céline Dion";"Ne partez pas sans moi";9;1;1;;137;;"https://youtu.be/3GKeTXFX2r8?si=0U63GzxZ8ZudTdUT";"https://music.apple.com/gb/album/ne-partez-pas-sans-moi-grand-prix-de-leurov%C3%ADsi%C3%B3n-1988/253634818?i=253634992";"https://open.spotify.com/track/0Kv4i96E41jbULmUajBYOe?si=0f4bcd8cb8844040"
1989;"Palais de Beaulieu";"Switzerland";"Furbaz";"Viver senza tei";18;13;13;;47;;"https://youtu.be/It1OltnpM-A?si=YRT7PZ8_LLTnWAKY";"https://music.apple.com/gb/album/viver-senza-tei/921482814?i=921482883";"https://open.spotify.com/track/6y1hjHbuaVrbTIjm3Chb8T?si=be5216f3573d4968"
1990;"Koncertna Dvorana Vatroslav Lisinski";"Switzerland";"Egon Egemann";"Musik klingt in die Welt hinaus";12;11;11;;51;;"https://youtu.be/bniQxNv7d5Y?si=AxFErw61Bsw7Jfb8";;
1991;"Studio 15 di Cinecittà";"Switzerland";"Sandra Simó";"Canzone per te";5;5;5;;118;;"https://youtu.be/ard88K87XWQ?si=6cHD5ptFJxY8-MWJ";;
1992;"Malmö Isstadion";"Switzerland";"Daisy Auvray";"Mister Music Man";13;15;15;;32;;"https://youtu.be/EPk90Juq5LA?si=eWb7suotGByw1sUo";;
1993;"Green Glens Arena";"Switzerland";"Annie Cotton";"Moi, tout simplement";4;3;3;;148;;"https://youtu.be/_VvuvHK8PTA?si=WpoXVfam-f-PP0LY";;
1994;"Point Theatre";"Switzerland";"Duilio";"Sto pregando";9;19;19;;15;;"https://youtu.be/k9eTZR4l-5E?si=ESTt4PDH8bYyt5K8";"https://music.apple.com/gb/album/sto-pregando/202107817?i=202110209";"https://open.spotify.com/track/2Byyrw4klXAq8mcFKQGRtc?si=5dc37409550146c9"
1996;"Oslo Spektrum";"Switzerland";"Kathy Leander";"Mon cœur l'aime";9;16;16;;22;;"https://youtu.be/9Q2pzqMEaLg?si=16YsvPYoNiLb_lpc";;
1997;"Point Theatre";"Switzerland";"Barbara Berta";"Dentro di me";7;22;21;18;5;0;"https://youtu.be/X4HsUDdItMQ?si=fy_l7uvwJ-LQ56Ig";;
1998;"National Indoor Arena";"Switzerland";"Gunvor";"Lass ihn";5;25;19;25;0;0;"https://youtu.be/07DuJq6weas?si=otBFU8n8mV45Y2Vi";"https://music.apple.com/gb/album/lass-ihn/881493580?i=881494928";"https://open.spotify.com/track/3hxqRp4OhlLVIFB2yi0rLq?si=271fe93ecc50469f"
2000;"Globe Arena";"Switzerland";"Jane Bogaert";"La vita cos'è?";16;20;12;22;13;1;"https://youtu.be/e6eGBYfIKQE?si=tzQVSI0socpJUtrV";;
2002;"Saku Suurhall";"Switzerland";"Francine Jordi";"Dans le jardin de mon âme";11;22;22;17;4;11;"https://youtu.be/EZEEvq1i7PA?si=Ln26f8L_4vCZakHW";"https://music.apple.com/gb/album/dans-le-jardin-de-mon-%C3%A2me/1443349963?i=1443350252";"https://open.spotify.com/track/5rl1BenQ0OzGwlpeeELANt?si=7bfc04d951bf4a06"
2004;"Abdi İpekçi Arena";"Switzerland";"Piero and the MusicStars";"Celebrate";;;;;;;"https://youtu.be/EUX3_0KM7fc?si=17I8Jq2L71IA4zJg";;
2005;"Palace of Sports";"Switzerland";"Vanilla Ninja";"Cool Vibes";22;8;7;9;9;116;"https://youtu.be/OJX8RWJg7y4?si=aLOI2zj0bsZyYubw";"https://music.apple.com/gb/album/cool-vibes/77873353?i=77873105";"https://open.spotify.com/track/0zOVfyrwPS7FY7REBQDlvD?si=947d4637af2748df"
2006;"Olympic Indoor Hall";"Switzerland";"six4one";"If We All Give a Little";1;16;8;18;6;24;"https://youtu.be/eSkQmSug55g?si=2UfR0LuSs1N2RvoD";"https://music.apple.com/gb/album/if-we-all-give-a-little-eurovision-song-contest/308689461?i=308689468";"https://open.spotify.com/track/4cTirQIKBmgjN56hpeTbm5?si=3069a0236d6e4e05"
2007;"Hartwall Arena";"Switzerland";"DJ BoBo";"Vampires Are Alive";;;;;;;"https://youtu.be/h9YTasUpAjw?si=e5y45-eLZJ6R_BQT";"https://music.apple.com/gb/album/vampires-are-alive/1505978632?i=1505978641";"https://open.spotify.com/track/6IYkxYHWrcWEtgSAzjtBb8?si=ba2b93abe4af43d0"
2008;"Belgrade Arena";"Switzerland";"Paolo Meneguzzi";"Era stupendo";;;;;;;"https://youtu.be/GgNU5_htNXk?si=EN-sm4J8xeBZGu3a";"https://music.apple.com/gb/music-video/era-stupendo-videoclip/1538273145";
2009;"Olimpiysky Arena";"Switzerland";"Lovebugs";"The Highest Heights";;;;;;;"https://youtu.be/SvqWRB1a2R4?si=yKvxmMCO0vJmM6ND";"https://music.apple.com/gb/album/the-highest-heights/301613287?i=301613297";"https://open.spotify.com/track/4uvljEsBdv6QeOC8gkBINZ?si=2c48d9fb30754f07"
2010;"Telenor Arena";"Switzerland";"Michael von der Heide";"Il pleut de l'or";;;;;;;"https://youtu.be/qW2UPf1_Lcg?si=5z5yKlRXDPArMw4I";"https://music.apple.com/gb/album/il-pleut-de-lor/1477322563?i=1477322564";"https://open.spotify.com/track/4E0XKHtQq2kfvva8IRvIz5?si=35d37a20ef8d4faf"
2011;"Düsseldorf Arena";"Switzerland";"Anna Rossinelli";"In Love for a While";13;25;23;25;53;2;"https://youtu.be/wxLE5FmNJow?si=4TxhHor1tbyHAfVr";"https://music.apple.com/gb/album/in-love-for-a-while-radio-version/422000268?i=422000278";"https://open.spotify.com/track/4GtO1RnTMOhGusfp63Q3MN?si=e7089f2698564c3a"
2012;"Baku Crystal Hall";"Switzerland";"Sinplus";"Unbreakable";;;;;;;"https://youtu.be/lkMSptuVqHQ?si=rp46ytBu7hy0hvmT";;"https://open.spotify.com/track/0c45ybq5vOP10o20jrN03R?si=d28be55c757a4c1f"
2013;"Malmö Isstadion";"Switzerland";"Takasa";"You and Me";;;;;;;"https://youtu.be/nH34iARVI-s?si=JA8cPtLALutaUusl";"https://music.apple.com/gb/album/you-and-me-switzerland/1442634445?i=1442634449";"https://open.spotify.com/track/1ivQr2N0V79rFMj8CDZVlr?si=b9a7655e91e042ee"
2014;"B&W Hallerne";"Switzerland";"Sebalter";"Hunter of Stars";20;11;22;7;27;114;"https://youtu.be/DqjoM8ZlyMc?si=TmncZHGzlDkIMz8G";"https://music.apple.com/gb/album/hunter-of-stars/1618050399?i=1618050416";"https://open.spotify.com/track/5pX8S6xCA08WHIbddDnGRP?si=46ee3b7826e24cdc"
2015;"Wiener Stadthalle";"Switzerland";"Mélanie René";"Time to Shine";;;;;;;"https://youtu.be/ya1r_nFHiCQ?si=FP5i2OyI_wfZOnGF";"https://music.apple.com/gb/album/time-to-shine-eurovision-song-contest-2015-winner-for/980614286?i=980614288";"https://open.spotify.com/track/6gHVLO8022RixiK0sS1XhK?si=cdbd5b7138b943c1"
2016;"Globe Arena";"Switzerland";"Rykka";"The Last of Our Kind";;;;;;;"https://youtu.be/HZI0_aR7BuA?si=nHJmmSLksrQvrKCT";"https://music.apple.com/gb/album/the-last-of-our-kind/1068186837?i=1068186847";"https://open.spotify.com/track/5GXYlJNP7dKSOGkrMW1jsy?si=0d8c4bfbdb6a48f0"
2017;"International Exhibition Centre";"Switzerland";"Timebelle";"Apollo";;;;;;;"https://youtu.be/OrNPRfS9Sbg?si=aUkyLNtaRO3UZY73";"https://music.apple.com/gb/album/apollo-eurovision-version/1214979335?i=1214979537";"https://open.spotify.com/track/1YySksBo8O9tdgBcdPIIWw?si=2ae141f777bd4bdd"
2018;"Lisbon Arena";"Switzerland";"Zibbz";"Stones";;;;;;;"https://youtu.be/wJGTVsluHkw?si=0OPdx8BS3InPwxGT";"https://music.apple.com/gb/album/stones/1725506339?i=1725506340";"https://open.spotify.com/track/1Y5zsF5NQ1dvncnhPLb7K3?si=4b61a7369dd943c6"
2019;"Expo Tel Aviv";"Switzerland";"Luca Hänni";"She Got Me";24;4;7;5;152;212;"https://youtu.be/8aUYzqAIdoM?si=2xwPWNMLIOk4TexK";"https://music.apple.com/gb/album/she-got-me/1454274418?i=1454274419";"https://open.spotify.com/track/6TNK1SFt77MvTFoiTloiFQ?si=e02d87fb5e514ddb"
2020;"Rotterdam Ahoy";"Switzerland";"Gjon's Tears";"Répondez-moi";;;;;;;"https://youtu.be/O9GAfFHZE-E?si=Eyaq-brYRHLM7Pqq";"https://music.apple.com/gb/album/r%C3%A9pondez-moi/1500999345?i=1500999357";"https://open.spotify.com/track/7t86YtzrVP2wptfK0QmBkW?si=1a736f8149104d0f"
2021;"Rotterdam Ahoy";"Switzerland";"Gjon's Tears";"Tout l'univers";11;3;1;6;267;165;"https://youtu.be/jznH_fltcYA?si=ZB9KQaGP6Too8-V_";"https://music.apple.com/gb/album/tout-lunivers/1691957630?i=1691958236";"https://open.spotify.com/track/3MvY2XbGYFi6p2dgmdcOYG?si=db8e4b09561d488c"
2022;"PalaOlimpico";"Switzerland";"Marius Bear";"Boys Do Cry";5;17;12;25;78;0;"https://youtu.be/hq2HCmHv5p4?si=qWRVxV-ScwyqxndC";"https://music.apple.com/gb/album/boys-do-cry/1608590050?i=1608590070";"https://open.spotify.com/track/5A3JxIX04W5Ttu6Rxy5tWW?si=98143e72cbd24412"
2023;"Liverpool Arena";"Switzerland";"Remo Forrer";"Watergun";3;20;14;18;61;31;"https://youtu.be/l4NDErv49mk?si=cXpZFWjubOmjHiOF";"https://music.apple.com/gb/album/watergun/1674200451?i=1674200460";"https://open.spotify.com/track/4ih4oGbMt9b6PbKhTPbAmw?si=a714a76d05784e91"
2024;"Malmö Isstadion";"Switzerland";"Nemo";"The Code";21;1;1;5;365;226;"https://youtu.be/kiGDvM14Kwg?si=U6Ugrp-3HukYHirj";"https://music.apple.com/gb/album/the-code/1730730669?i=1730730673";"https://open.spotify.com/track/1EjIXKhNHI00ZLMRpS8iz8?si=ea531a7c362f477d"
2025;"St. Jakobshalle";"Switzerland";"Zoë Më";"Voyage";19;;;;;;"https://youtu.be/dGX54zRExR8?si=s5R3ylU5eGbXmOk-";"https://music.apple.com/gb/album/voyage/1798658924?i=1798658925";"https://open.spotify.com/track/4Y0lQy86Qz9ncQwgTTS2rc?si=114e621835604991"
