"year","venue","countryname","artist","song","runningOrder","placed","placedJury","placedTelevote","pointsJury","pointsTelevote","youtubeLink","appleMusicLink","spotifyLink"
1988,"RDS Simmonscourt Pavilion","Israel","Yardena Arazi","Ben Adam",8,7,7,NULL,85,NULL,"https://youtu.be/hyLn6KdA1bU?si=du2zFB5P-8ju2ON9","https://music.apple.com/gb/album/%D7%91%D7%9F-%D7%90%D7%93%D7%9D/1495654550?i=1495654661","https://open.spotify.com/track/13DYPfZ4NOw1kFyAhvhSJ8?si=81855e821a354618"
1989,"Palais de Beaulieu","Israel","Gili and Galit","Derekh Hamelekh",2,11,11,NULL,50,NULL,"https://youtu.be/wEyDxsdIOfI?si=svu29LvqzMEBHBrG",NULL,NULL
1990,"Koncertna Dvorana Vatroslav Lisinski","Israel","Rita","Shara Barkhovot",10,17,17,NULL,16,NULL,"https://youtu.be/WQIykb1mQD8?si=rRLpvw5GZQOBnHGR","https://music.apple.com/gb/album/%D7%A9%D7%A8%D7%94-%D7%91%D7%A8%D7%97%D7%95%D7%91%D7%95%D7%AA-%D7%92%D7%A8%D7%A1%D7%AA-%D7%94%D7%90%D7%99%D7%A8%D7%95%D7%95%D7%99%D7%96%D7%99%D7%95%D7%9F/1465934718?i=1465936073","https://open.spotify.com/track/3V3jSxvFEnMS7HmbL7iYVT?si=efbd4eff345f41dd"
1991,"Studio 15 di Cinecittà","Israel","Duo Datz","Kan",15,2,2,NULL,139,NULL,"https://youtu.be/YL867xcj0bk?si=w0K5fhkhCb8Z7nAi","https://music.apple.com/gb/album/kan-%D7%9B%D7%90%D7%9F/634909361?i=634909651","https://open.spotify.com/track/5ELZwPGg49r2fljyMllyaG?si=b3edc887cfd24234"
1992,"Malmö Isstadion","Israel","Dafna","Ze Rak Sport",3,6,6,NULL,85,NULL,"https://youtu.be/V-heNOz1Wbs?si=_eYF8t3yVlF6vA4j",NULL,"https://open.spotify.com/track/4imgLZu0HU4xUROyf9Cmxk?si=b19a6044c18e4654"
1993,"Green Glens Arena","Israel","Lehakat Shiru","Shiru",24,23,23,NULL,4,NULL,"https://youtu.be/cEeDeY6NgfU?si=ict5aCxZwNEn2fCy",NULL,NULL
1995,"Point Theatre","Israel","Liora","Amen",21,8,8,NULL,81,NULL,"https://youtu.be/Gui9JWHsv-M?si=6VgLUnBtQfzVtoun","https://music.apple.com/gb/album/amen-%D7%90%D7%9E%D7%9F/634909361?i=634909670","https://open.spotify.com/track/3LWYlVbqpedIbxN83qjXAI?si=519356cd96ca4857"
1998,"National Indoor Arena","Israel","Dana International","Diva",8,1,4,1,12,160,"https://youtu.be/h5W3ko1ft2M?si=j9k_HPpzusIxyRmF","https://music.apple.com/gb/album/diva-english-version/1704442988?i=1704443512","https://open.spotify.com/track/2kJ0xpv54mvAhN98IyWn3v?si=bd81a924430d4db1"
1999,"International Convention Center","Israel","Eden","Happy Birthday",19,5,11,4,5,99,"https://youtu.be/qox5LA_czAA?si=pd21K1q3JyqWAAcw",NULL,"https://open.spotify.com/track/0Ii7Omnl9BwzUiBj4DyhA2?si=0178762f01614f71"
2000,"Globe Arena","Israel","PingPong","Sameach",1,21,18,20,1,6,"https://youtu.be/3uNfhj66GOo?si=azF_FFaRgHvcLQ73",NULL,NULL
2001,"Parken Stadium","Israel","Tal Sondak","Ein Davar",5,16,9,17,14,11,"https://youtu.be/IA7d3pBUoHU?si=F8ZrZzlZj0MEXfUV",NULL,NULL
2002,"Saku Suurhall","Israel","Sarit Hadad","Light a Candle",10,10,16,9,8,29,"https://youtu.be/P7T3S9uLFVs?si=z45p9CO4ksgMitf9","https://music.apple.com/gb/album/%D7%A0%D7%93%D7%9C%D7%99%D7%A7-%D7%91%D7%99%D7%97%D7%93-%D7%A0%D7%A8/1102414790?i=1102414797","https://open.spotify.com/track/329AEsg5iUnKXiq8NHY9lM?si=80d6bab108e64134"
2003,"Skonto Olympic Hall","Israel","Lior Narkis","Words for Love",13,17,11,19,5,12,"https://youtu.be/4FzOTlfV8-8?si=9GSAsdCJVCurzC0y",NULL,"https://open.spotify.com/track/5iflJovcwFvDUanAO7RK2l?si=d2ef28f758694677"
2004,"Abdi İpekçi Arena","Israel","David D'Or","Leha'amin",NULL,NULL,NULL,NULL,NULL,NULL,"https://youtu.be/5NrtXPjwLB4?si=vvfDEHJ91ZbFhlkx","https://music.apple.com/gb/album/%D7%9C%D7%94%D7%90%D7%9E%D7%99%D7%9F/560851862?i=560851867","https://open.spotify.com/track/3kOAf0t5pHr5iKO0R3msiO?si=3907139ab6444e14"
2005,"Palace of Sports","Israel","Shiri Maimon","HaSheket SheNish'ar",11,5,1,6,26,120,"https://youtu.be/MyChlzTADQY?si=rUuVplb7pf0D6CyP",NULL,"https://open.spotify.com/track/0FLFEa0I3hiNAEomZrVkW4?si=3b751cf5477b49c9"
2006,"Olympic Indoor Hall","Israel","Eddie Butler","Together We Are One",3,20,12,20,0,4,"https://youtu.be/GzDgdDbHM6g?si=tAggENwr5HR-NXaS",NULL,NULL
2007,"Hartwall Arena","Israel","Teapacks","Push the Button",NULL,NULL,NULL,NULL,NULL,NULL,"https://youtu.be/5KhPzTLQBJE?si=EiIV2cMqLHA6sO7q","https://music.apple.com/gb/album/push-the-button/219606293?i=219606332","https://open.spotify.com/track/7bQ8jYLFJ5aNOzi5QYWvep?si=36b6f739f8a94629"
2008,"Belgrade Arena","Israel","Boaz","The Fire in Your Eyes",7,9,2,9,10,114,"https://youtu.be/rkTOM4ySrmM?si=ssJp0GZYAwP2jp_O",NULL,"https://open.spotify.com/track/6y3VRf11eCbXXeFaVJc2Ov?si=da297dff18c8430b"
2009,"Olimpiysky Arena","Israel","Noa and Mira Awad","There Must Be Another Way",2,15,9,23,107,15,"https://youtu.be/bBTQFOkFZw8?si=A0_q0mtgYDWYNXdn","https://music.apple.com/gb/album/there-must-be-another-way/1303503688?i=1303504015","https://open.spotify.com/track/0fZN4NGdjRalo2fucp6bSq?si=0342f526adfc4e80"
2010,"Telenor Arena","Israel","Harel Skaat","Milim",24,13,5,18,134,27,"https://youtu.be/Tj0qaNnLk9M?si=B1L_TLQIuuRPWAGU","https://music.apple.com/gb/album/%D7%9E%D7%99%D7%9C%D7%99%D7%9D/1217134736?i=1217134746","https://open.spotify.com/track/7eaJq7QMiWnVCIpqeQsZRn?si=8f8b8041f8544e66"
2011,"Düsseldorf Arena","Israel","Dana International","Ding Dong",NULL,NULL,NULL,NULL,NULL,NULL,"https://youtu.be/gkopelCFFF0?si=zcV7do0dQOngCvpw",NULL,NULL
2012,"Baku Crystal Hall","Israel","Izabo","Time",NULL,NULL,NULL,NULL,NULL,NULL,"https://youtu.be/-uy4ggnLzKI?si=E2sS_vQ0VUWn-_VD","https://music.apple.com/gb/album/time/514913570?i=514913580","https://open.spotify.com/track/3zg9jZnIuLlzjvEot8C41R?si=0a77a55215f5439b"
2013,"Malmö Isstadion","Israel","Moran Mazor","Rak Bishvilo",NULL,NULL,NULL,NULL,NULL,NULL,"https://youtu.be/BjbcD72OaI4?si=9N_2YH_4X4LJL_e4","https://music.apple.com/gb/album/%D7%A8%D7%A7-%D7%91%D7%A9%D7%91%D7%99%D7%9C%D7%95-%D7%92%D7%A8%D7%A1%D7%AA-%D7%90%D7%99%D7%A8%D7%95%D7%95%D7%99%D7%96%D7%99%D7%95%D7%9F-2013/1690998426?i=1690998618","https://open.spotify.com/track/5gyHkwiGGhHGrdGkyg4Ocb?si=7f261be67dfa4e78"
2014,"B&W Hallerne","Israel","Mei Finegold","Same Heart",NULL,NULL,NULL,NULL,NULL,NULL,"https://youtu.be/acOZVEN5XjE?si=nYCYffw4COUauEGm",NULL,NULL
2015,"Wiener Stadthalle","Israel","Nadav Guedj","Golden Boy",3,9,8,7,80,104,"https://youtu.be/-w-2K9U8UIs?si=7cOPAZ-pJ8p9hi5l","https://music.apple.com/gb/album/golden-boy/1546383583?i=1546383592","https://open.spotify.com/track/6YWFr8BHQrRL4b7RwuqS36?si=7af77ec608544abe"
2016,"Globe Arena","Israel","Hovi Star","Made of Stars",7,13,7,22,124,11,"https://youtu.be/SS5TB2XUdgs?si=OjxVlC46AyNeTyjE","https://music.apple.com/gb/album/made-of-stars/1546241162?i=1546241163","https://open.spotify.com/track/2VdfyGuvpkm8M20swSPT2P?si=4cff46b8cee3429f"
2017,"International Exhibition Centre","Israel","Imri","I Feel Alive",1,22,19,20,34,5,"https://youtu.be/YapnW_zfWJk?si=p7W4lEUtDK9NpwaB","https://music.apple.com/gb/album/i-feel-alive/1444613222?i=1444613224","https://open.spotify.com/track/2N43TKlYTUfNPlyJK2exnh?si=15812d3b40cc4a1c"
2018,"Lisbon Arena","Israel","Netta","Toy",22,1,3,1,212,317,"https://youtu.be/84LBjXaeKk4?si=BGrpaOFBEgJK_kGr","https://music.apple.com/gb/album/toy-music-video-version/1393107600?i=1393107604","https://open.spotify.com/track/0y8Xwpsof5R8TDftRyitKg?si=c2f2602049fb4129"
2019,"Expo Tel Aviv","Israel","Kobi Marimi","Home",14,22,25,19,0,35,"https://youtu.be/uCdS42uCqP0?si=9NMqXEA3FpGfCYEA","https://music.apple.com/gb/album/home/1546245494?i=1546245495","https://open.spotify.com/track/4UOObTxA2DDroKBthkiENG?si=bc24b3cadd354f8d"
2020,"Rotterdam Ahoy","Israel","Eden Alene","Feker Libi",NULL,NULL,NULL,NULL,NULL,NULL,"https://youtu.be/YjzyZZ-oidc?si=fJ1kZl6EumpSat_1","https://music.apple.com/gb/album/feker-libi/1500768378?i=1500768382","https://open.spotify.com/track/6g1dQ1aA2LLFHU27Su9SYu?si=6a960bc858604622"
2021,"Rotterdam Ahoy","Israel","Eden Alene","Set Me Free",3,16,12,19,73,20,"https://youtu.be/5Y-blG5ptwo?si=xxWZ6FSbSTyUIoCp","https://music.apple.com/gb/album/set-me-free/1559069052?i=1559069053","https://open.spotify.com/track/76TRCnbYfo9GU5DPsZ1uI9?si=f23809872ee44749"
2022,"PalaOlimpico","Israel","Michael Ben David","I.M",NULL,NULL,NULL,NULL,NULL,NULL,"https://youtu.be/XgXjPUsjx4Y?si=NQNZgthsdXhzp5bt","https://music.apple.com/gb/album/i-m/1614234899?i=1614234901","https://open.spotify.com/track/4Bpz4FBsoe9lhuiCWZv21x?si=8f88b6a32c894556"
2023,"Liverpool Arena","Israel","Noa Kirel","Unicorn",23,3,2,5,177,185,"https://youtu.be/Z3mIcCllJXY?si=oBEgRon0sR2rSDKI","https://music.apple.com/gb/album/unicorn/1674396877?i=1674396878","https://open.spotify.com/track/6dUregFbvUNqHP5nphqesK?si=1162a0aee75c4b02"
2024,"Malmö Isstadion","Israel","Eden Golan","Hurricane",6,5,12,2,52,323,"https://youtu.be/lJYn09tuPw4?si=q7iCSEQRcxcoleVo","https://music.apple.com/gb/album/hurricane/1734636031?i=1734636035","https://open.spotify.com/track/2Ozw7k5CLtM5W9SomrOyjw?si=d758a018cf724d58"
