"TableName";"id";"country";"artist";"song";"countryId";"runningOrder";"placed";"placedJury";"placedTelevote";"placedDiff";"totalPoints";"pointsJury";"pointsTelevote";"pointsDiff";"youtubeLink";"appleMusicLink";"spotifyLink"
"1995";10;"Hungary";"Csaba Szigeti";"Új név egy régi ház falán";30;13;21;21;;;3;3;;;"https://youtu.be/hYSS_V4w3a8?si=kkpGHEo-jij9omA6";;
"1995";11;"Iceland";"Bo Halldórsson";"Núna";25;7;14;14;;;31;31;;;"https://youtu.be/2PSV5Bgot1A?si=LNmuxvgNfffvwdOi";;
"1995";12;"Ireland";"Eddie Friel";"Dreamin'";18;2;13;13;;;44;44;;;"https://youtu.be/CRZxY4rLbvM?si=17Fa8MpAcFOihj3x";;
"1995";13;"Israel";"Liora";"Amen";20;21;8;8;;;81;81;;;"https://youtu.be/Gui9JWHsv-M?si=6VgLUnBtQfzVtoun";"https://music.apple.com/gb/album/amen-%D7%90%D7%9E%D7%9F/634909361?i=634909670";"https://open.spotify.com/track/3LWYlVbqpedIbxN83qjXAI?si=519356cd96ca4857"
"1995";14;"Malta";"Mike Spiteri";"Keep Me in Mind";19;22;10;10;;;76;76;;;"https://youtu.be/8aN5J2baZ3w?si=IPpiATUfrGxijice";"https://music.apple.com/gb/album/keep-me-in-mind-esc-1995/843614305?i=843614337";"https://open.spotify.com/track/2Khe9HyqasSBy3xwkZQCco?si=97815acdbc1e477c"
"1995";15;"Norway";"Secret Garden";"Nocturne";13;5;1;1;;;148;148;;;"https://youtu.be/6qqOI04uo_c?si=X09OFu0VCh-PMhYz";"https://music.apple.com/gb/album/nocturne/1388898247?i=1388899221";"https://open.spotify.com/track/6bk11TH82XrT5QUC1gDw9A?si=3f9b6cbe6c374c4a"
"1995";16;"Poland";"Justyna";"Sama";32;1;17;17;;;15;15;;;"https://youtu.be/neM37hUsVDo?si=zJzP4t8nnNELGGtB";"https://music.apple.com/gb/album/sama-noc%C4%85/1389797504?i=1389797506";
"1995";17;"Portugal";"Tó Cruz";"Baunilha e chocolate";17;16;20;20;;;5;5;;;"https://youtu.be/JcEvZSxxU0I?si=Tik2ITGHh3_vBgYN";;
"1995";18;"Russia";"Philipp Kirkorov";"Kolybelnaya dlya vulkana";34;6;16;16;;;17;17;;;"https://youtu.be/mZTZPE1mV2s?si=wbapOSqt2m7IrJaZ";;
"1995";19;"Slovenia";"Darja Švajger";"Prisluhni mi";28;20;7;7;;;84;84;;;"https://youtu.be/jqM3mAfztU8?si=B98TvPpqtblG_Auv";"https://music.apple.com/gb/album/prisluhni-mi/1572520439?i=1572520694";"https://open.spotify.com/track/5hD0KuFerCg0Qnn0VXMrNS?si=0e2b807f40794690"
"1995";20;"Spain";"Anabel Conde";"Vuelve conmigo";15;9;2;2;;;119;119;;;"https://youtu.be/p8nTjiEdI2c?si=PlbZoxpZDsrYLH71";"https://music.apple.com/gb/album/vuelve-conmigo/967703134?i=967703197";"https://open.spotify.com/track/1oVihSjSmKTVAdaR9f97rD?si=5c8c93824a904d4c"
"1995";21;"Sweden";"Jan Johansen";"Se på mej";11;18;3;3;;;100;100;;;"https://youtu.be/yyQ1k0KIDDk?si=hEgh1YHi2DFjBY-v";"https://music.apple.com/gb/album/se-pa-mig/329606569?i=329606605";"https://open.spotify.com/track/5E0DPn2m1oAigfof05lKmJ?si=9a505b6e1c27406a"
"1995";22;"Turkey";"Arzu Ece";"Sev!";22;10;15;15;;;21;21;;;"https://youtu.be/iAjz_UUTMoo?si=ez1S_ovSEp-tsGkg";;
"1995";23;"United Kingdom";"Love City Groove";"Love City Groove";10;15;10;10;;;76;76;;;"https://youtu.be/58S5HVBDXbo?si=NuETrRYrU7sTdqf2";"https://music.apple.com/gb/album/love-city-groove-7-mix/1676471542?i=1676471543";"https://open.spotify.com/track/1IDlvetpIE4ScAv4pYPWOX?si=7bbc2be289d84bf2"
"1996";1;"Austria";"George Nussbaumer";"Weil's dr guat got";8;8;10;10;;;68;68;;;"https://youtu.be/mnTcTRKzFxA?si=-B2dHkRfgJTz7LUK";"https://music.apple.com/gb/album/weils-dr-guat-got-feat-peter-pichl/1121621990?i=1121622739";"https://open.spotify.com/track/0fnVGMnqpMs3brzV0ilLIm?si=6a2355dbd2f14767"
"1996";2;"Belgium";"Lisa del Bo";"Liefde is een kaartspel";1;16;15;15;;;22;22;;;"https://youtu.be/jOVmUCfwTBk?si=VtUqfJSfUd4Fr2Fz";"https://music.apple.com/gb/album/liefde-is-een-kaartspel/1562207442?i=1562207464";"https://open.spotify.com/track/1oJrSCuXifNT40tXY9zwr6?si=bb790b4d89fc4588"
"1996";3;"Bosnia and Herzegovina";"Amila Glamočak";"Za našu ljubav";26;21;20;20;;;13;13;;;"https://youtu.be/3062NrjNusI?si=x6hSSqVR3n1B7mDP";;
"1996";4;"Croatia";"Maja Blagdan";"Sveta ljubav";27;7;4;4;;;98;98;;;"https://youtu.be/Wzgful7Gl8U?si=7x8I47L3ycJNBoC6";"https://music.apple.com/gb/album/sveta-ljubav/518593628?i=518593689";"https://open.spotify.com/track/3U7l5TrZI2lIcjbQ5JYcvj?si=857568fd182140d4"
"1996";5;"Cyprus";"Constantinos";"Mono gia mas";24;5;9;9;;;72;72;;;"https://youtu.be/3mJq1-6psws?si=P6Pc--tKdtVbIdMs";;
"1996";6;"Estonia";"Maarja-Liis Ilus and Ivo Linna";"Kaelakee hääl";29;11;5;5;;;94;94;;;"https://youtu.be/0rRMOaZ_RpA?si=UcZRcCi6LJqxJULw";;
"1996";7;"Finland";"Jasmine";"Niin kaunis on taivas";14;18;21;21;;;9;9;;;"https://youtu.be/ix686JwXJik?si=nHR8Ixo3hX7W32hW";"https://music.apple.com/gb/album/niin-kaunis-on-taivas/854304150?i=854304380";"https://open.spotify.com/track/5s1mnyZYPHcxtZVwUQatsh?si=18e3ffd54e844b65"
"1996";8;"France";"Dan Ar Braz and l'Héritage des Celtes";"Diwanit bugale";2;13;17;17;;;18;18;;;"https://youtu.be/vZ1bxRg_080?si=_kCzvmY-ZjGnkwJB";"https://music.apple.com/gb/album/diwanit-bugale/278665532?i=278665816";"https://open.spotify.com/track/41Jk37ReRzOzR8KwaODmEX?si=499748d6d5a246af"
"1996";9;"Greece";"Marianna Efstratiou";"Emis forame to himona anixiatika";21;10;13;13;;;36;36;;;"https://youtu.be/uBqXbubScaI?si=pS-CvoPd5Lx5vgqP";;
"1996";10;"Iceland";"Anna Mjöll";"Sjúbídú";25;19;12;12;;;51;51;;;"https://youtu.be/pBzICh64ZVE?si=rY_VMaEi_54Unmbs";"https://music.apple.com/gb/album/sj%C3%BAb%C3%ADd%C3%BA/1629275148?i=1629276346";"https://open.spotify.com/track/2oBoZEUtC9ce7c1u06sGsZ?si=b02f329a5d884ce1"
"1996";11;"Ireland";"Eimear Quinn";"The Voice";18;17;1;1;;;162;162;;;"https://youtu.be/2qK0tZZ-FZI?si=S-TP7nXYfCpxy6QL";"https://music.apple.com/gb/album/the-voice/74409159?i=74409108";"https://open.spotify.com/track/6SA7BxY6zh5SaxUBp3tCtb?si=06737e4a107d4582"
"1996";12;"Malta";"Miriam Christine";"In a Woman's Heart";19;6;10;10;;;68;68;;;"https://youtu.be/8Wkiem4gBpo?si=z7vayduTtaT-axhs";"https://music.apple.com/gb/album/in-a-womans-heart-esc-1996/843614305?i=843614339";"https://open.spotify.com/track/5uAzATY8QtaWvyRUKaKIPU?si=758b85ead7e044c0"
"1996";13;"Netherlands";"Maxine and Franklin Brown";"De eerste keer";6;15;7;7;;;78;78;;;"https://youtu.be/n9ZwWM1Bfas?si=NC1W9h-lnrl_k3kg";"https://music.apple.com/gb/album/de-eerste-keer/1447390723?i=1447390724";"https://open.spotify.com/track/16tt5gsCest1TGUDsbjxed?si=53366952836d4a36"
"1996";14;"Norway";"Elisabeth Andreassen";"I evighet";13;12;2;2;;;114;114;;;"https://youtu.be/L3tthxma94o?si=ARKTayluBaTDhVKa";"https://music.apple.com/gb/album/i-evighet/367955583?i=367955664";"https://open.spotify.com/track/6pQjDpj3dKFgbOcA4yAG9r?si=e21957d0340b470c"
"1996";15;"Poland";"Kasia Kowalska";"Chcę znać swój grzech";32;20;14;14;;;31;31;;;"https://youtu.be/GATT2iJralY?si=X8FMhuu43gBL6qOn";;
"1996";16;"Portugal";"Lúcia Moniz";"O meu coração não tem cor";17;4;6;6;;;92;92;;;"https://youtu.be/04u9XEiPOIw?si=KIyVzIqgz8-khreA";;
"1996";17;"Slovakia";"Marcel Palonder";"Kým nás máš";35;22;16;16;;;19;19;;;"https://youtu.be/Dxoux7eEFIA?si=fNImlbYhqgvanx2J";;
"1996";18;"Slovenia";"Regina";"Dan najlepših sanj";28;14;19;19;;;16;16;;;"https://youtu.be/GgNfjsrw4j4?si=YHoNy536bltyNtwY";"https://music.apple.com/gb/album/dan-najlep%C5%A1ih-sanj/482068160?i=482068161";"https://open.spotify.com/track/4NrbpestG8aXXePSuvrsMB?si=3babd91169714ce0"
"1996";19;"Spain";"Antonio Carbonell";"Ay, qué deseo";15;3;18;18;;;17;17;;;"https://youtu.be/8UhccvR41NU?si=ee_3LCyvk_bkUC42";;
"1996";20;"Sweden";"One More Time";"Den vilda";11;23;3;3;;;100;100;;;"https://youtu.be/Evn1biXeDJ8?si=vmwYgRXT8jaJaUSQ";"https://music.apple.com/gb/album/den-vilda/312987181?i=312987513";"https://open.spotify.com/track/0TYwFP4MxszHAXAJMYhi3E?si=451bf322f0d94cb1"
"1996";21;"Switzerland";"Kathy Leander";"Mon cœur l'aime";7;9;15;15;;;22;22;;;"https://youtu.be/9Q2pzqMEaLg?si=16YsvPYoNiLb_lpc";;
"1996";22;"Turkey";"Şebnem Paker";"Beşinci Mevsim";22;1;11;11;;;57;57;;;"https://youtu.be/Blywpx1ZqOA?si=sibFNrZKuTDiWAti";;
"1996";23;"United Kingdom";"Gina G";"Ooh Aah... Just a Little Bit";10;2;8;8;;;77;77;;;"https://youtu.be/UgN-pI1rA0E?si=_FRi5aL-7aO5ODoZ";"https://music.apple.com/gb/album/just-a-little-bit-radio-edit/1298432109?i=1298432414";"https://open.spotify.com/track/5KsGeqTJgJMAWuyTZ5WmMn?si=5906d950b31d4faa"
"1997";1;"Austria";"Bettina Soriat";"One Step";8;4;19;18;13;5;12;12;0;12;"https://youtu.be/rpPOoZzKOcQ?si=Z3D_yPh2StJsS9eZ";;
"1997";2;"Bosnia and Herzegovina";"Alma Čardžić";"Goodbye";26;14;17;19;8;11;22;9;13;4;"https://youtu.be/7mOjQiQZz2g?si=2lYeTFLNtdp_OhFh";;
"1997";3;"Croatia";"E.N.I.";"Probudi me";27;23;16;15;11;4;24;17;7;10;"https://youtu.be/qgFOLokXTwE?si=zQ4bKUPPfs3y-uAj";"https://music.apple.com/gb/album/probudi-me/571598574?i=571598763";"https://open.spotify.com/track/5GKs2EdeHzWS80SLuPASeZ?si=f337aaa1659140c1"
"1997";4;"Cyprus";"Hara and Andreas Konstantinou";"Mana mou";24;1;5;6;7;1;98;84;14;70;"https://youtu.be/Fw6pHabuXzM?si=mB0Xrf6Rd7ion1Aj";"https://music.apple.com/gb/album/mana-mou-eurovision-1997-cyprus/1701442879?i=1701442881";"https://open.spotify.com/track/5Ucxa2nK2Xsl4EPam5lVMC?si=e179f5ccbaa04a71"
"1997";5;"Denmark";"Kølig Kaj";"Stemmen i mit liv";9;21;15;16;9;7;25;15;10;5;"https://youtu.be/8o4JS_EWiJo?si=5uu12ofXqY8loHqW";"https://music.apple.com/gb/album/stemmen-i-mit-liv/690590292?i=690591426";"https://open.spotify.com/track/324qUNJiRbaVHSOsPIrkGW?si=b9be33edc9eb46cb"
"1997";6;"Estonia";"Maarja";"Keelatud maa";29;13;8;9;4;5;82;58;24;34;"https://youtu.be/3Ry_q3ZrlHk?si=HfRJqlihBLVehWMv";"https://music.apple.com/gb/album/keelatud-maa/736088135?i=736088407";"https://open.spotify.com/track/5y4iUZqghKCbLCLwPNNVIm?si=6598bdbe7f1443f4"
"1997";7;"France";"Fanny";"Sentiments songes";2;22;7;4;12;8;95;90;5;85;"https://youtu.be/quWb2KME_fw?si=Q-HYRvUo3ejj0NdU";;
"1997";8;"Germany";"Bianca Shomburg";"Zeit";3;11;17;17;10;7;22;14;8;6;"https://youtu.be/G9DeK9uhi4M?si=nvzsN-Rn3Wi1izx1";"https://music.apple.com/gb/album/zeit/255640263?i=255640953";"https://open.spotify.com/track/0znavBePBphLqzBjVJWDw8?si=4dc56280ae614091"
"1997";9;"Greece";"Marianna Zorba";"Horepse";21;17;12;11;13;2;39;39;0;39;"https://youtu.be/JE7z2PhlKNE?si=II0_0aj9okyYNE1Q";"https://music.apple.com/gb/album/horepse/503484705?i=503484863";"https://open.spotify.com/track/1apgG2i2HPhQNQN4GZEKpL?si=da9afac6aa7642e8"
"1997";10;"Hungary";"V.I.P.";"Miért kell, hogy elmenj?";30;19;12;12;10;2;39;31;8;23;"https://youtu.be/Nqjz3jGnxuY?si=G4vPH7wnwAcwr_Gy";"https://music.apple.com/gb/album/mi%C3%A9rt-kell-hogy-elmenj/778110884?i=778110886";"https://open.spotify.com/track/0uYGxekOvECcGJeCMWFybR?si=28ee86da635b4e7b"
"1997";11;"Iceland";"Paul Oscar";"Minn hinsti dans";25;25;18;21;6;15;18;2;16;14;"https://youtu.be/g-D4AAkYpsk?si=ER8odxxql390LEcg";;"https://open.spotify.com/track/5IR7u7uiUC61E4Ad5OZXzn?si=bf9cc443e88f49c9"
"1997";12;"Ireland";"Marc Roberts";"Mysterious Woman";18;5;2;2;1;1;157;110;47;63;"https://youtu.be/GV_3B13Q3xs?si=lSWdxXxPZlQ4hTHP";"https://music.apple.com/gb/album/mysterious-woman/212118817?i=212119126";"https://open.spotify.com/track/1vogk8oxwXkl3pKKVAQmxT?si=1375563c79e843a4"
"1997";13;"Italy";"Jalisse";"Fiumi di parole";4;9;4;3;5;2;114;93;21;72;"https://youtu.be/ERmpIi9SBsI?si=6bqBTckRzy8i4jTw";"https://music.apple.com/gb/album/fiumi-di-parole/1179104883?i=1179106305";"https://open.spotify.com/track/5ZS9fcqcYtfL80rj1bf7Lb?si=a78d0d5dc2204e3d"
"1997";14;"Malta";"Debbie Scerri";"Let Me Fly";19;18;9;7;13;6;66;66;0;66;"https://youtu.be/kFsovgK7B10?si=N3uwl4QRa0s_vDXS";"https://music.apple.com/gb/album/let-me-fly-esc-1997/843614305?i=843614340";"https://open.spotify.com/track/2qRSeT24NFOTAinm83x6Wt?si=faa1912442774eed"
"1997";15;"Netherlands";"Mrs. Einstein";"Niemand heeft nog tijd";6;8;20;20;13;7;5;5;0;5;"https://youtu.be/r91fkxOkegY?si=zsHKg6jnYnoxb-zo";;
"1997";16;"Norway";"Tor Endresen";"San Francisco";13;3;21;22;13;9;0;0;0;0;"https://youtu.be/2zt-P-J8vYI?si=pKZFqyvG3Y64PN6k";"https://music.apple.com/gb/album/san-francisco/1062012548?i=1062012794";"https://open.spotify.com/track/5YXG7ZXvVAzT7yxT5EUp3C?si=fc6b672418784c24"
"1997";17;"Poland";"Anna Maria Jopek";"Ale jestem";32;12;11;10;7;3;54;40;14;26;"https://youtu.be/m9DYL4B8OXA?si=OE0MWeYRNAtyf8Pa";"https://music.apple.com/gb/album/ale-jestem-live/1442936459?i=1442937530";"https://open.spotify.com/track/6uC8ZA5RPsgK5rgxbRHuRE?si=88c0e1164f8c438d"
"1997";18;"Portugal";"Célia Lawson";"Antes do adeus";17;15;21;22;13;9;0;0;0;0;"https://youtu.be/wl7LIKG9Nds?si=-urPQV9szS5s6LaT";"https://music.apple.com/gb/album/antes-do-adeus/492903800?i=492904095";"https://open.spotify.com/track/6Xuog6CYG9FuZA3tFWvcCw?si=b0be672b40a54b82"
"1997";19;"Russia";"Alla Pugacheva";"Primadonna";34;20;14;14;12;2;33;28;5;23;"https://youtu.be/QVJnjdROPOA?si=F9IykTsd-_lw8bQk";"https://music.apple.com/gb/album/%D0%BF%D1%80%D0%B8%D0%BC%D0%B0%D0%B4%D0%BE%D0%BD%D0%BD%D0%B0/1140433765?i=1140433876";"https://open.spotify.com/track/31Rjho6UM6CnYH2ZUvSFTO?si=14ea7ff86d7641c8"
"1997";20;"Slovenia";"Tanja Ribič";"Zbudi se";28;6;10;8;13;5;60;60;0;60;"https://youtu.be/Q62JQRWk40o?si=qTURCuc28vyOcTAL";"https://music.apple.com/gb/album/zbudi-se/1647019773?i=1647020071";"https://open.spotify.com/track/4RNKS61wY33tace4GNWThC?si=764b990feb7b4459"
"1997";21;"Spain";"Marcos Llunas";"Sin rencor";15;10;6;5;9;4;96;86;10;76;"https://youtu.be/9QHn0VULbYU?si=dcyQEXGWwTw4SB9A";"https://music.apple.com/gb/album/sin-rencor/698008455?i=698008601";"https://open.spotify.com/track/79mY0wwCQoGgRSZfbYlU48?si=8053090185834f51"
"1997";22;"Sweden";"Blond";"Bara hon älskar mig";11;16;13;13;11;2;36;29;7;22;"https://youtu.be/hyZQpHvOAzo?si=qbnmTB50EuncVH_d";"https://music.apple.com/gb/album/bara-hon-%C3%A4lskar-mig/494929299?i=494929750";"https://open.spotify.com/track/5dEHUYf0NkT1pZeEJOCMsW?si=fb4b3cf96342495a"
"1997";23;"Switzerland";"Barbara Berta";"Dentro di me";7;7;20;20;13;7;5;5;0;5;"https://youtu.be/X4HsUDdItMQ?si=fy_l7uvwJ-LQ56Ig";;
"1997";24;"Turkey";"Şebnem Paker and Grup Ethnic";"Dinle";22;2;3;5;3;2;121;86;35;51;"https://youtu.be/m5J6-bCMz3Y?si=1mu_zQWKSwJVg2OE";"https://music.apple.com/gb/album/dinle-single/1701355086";"https://open.spotify.com/track/0o8G72kJfRnQJrFJkoRpCg?si=2f43845b923a4a6f"
"1997";25;"United Kingdom";"Katrina and the Waves";"Love Shine a Light";10;24;1;1;2;1;227;181;46;135;"https://youtu.be/azw4Kh8Rqpw?si=fci3QwN1LYWPbHKY";"https://music.apple.com/gb/album/love-shine-a-light/1464667410?i=1464667776";"https://open.spotify.com/track/1IaqXTDMKFVydY9Hc1sZKw?si=85a835c87cd34d6d"
"1998";1;"Belgium";"Mélanie Cohl";"Dis oui";1;20;6;11;6;5;122;4;118;114;"https://youtu.be/RKTyJWnnHVU?si=os_4tiSulFKhzAhx";;
"1998";2;"Croatia";"Danijela";"Neka mi ne svane";27;1;5;11;5;6;131;4;127;123;"https://youtu.be/ojVGmkYnFM8?si=lhnR-M6On9JDDBUi";"https://music.apple.com/gb/album/neka-mi-ne-svane/930277844?i=930277850";"https://open.spotify.com/track/2Y1TLTTfeiI3AhBvJ4s1YQ?si=1c8fbd34377b4985"
"1998";3;"Cyprus";"Michael Hajiyanni";"Genesis";24;17;11;10;11;1;37;5;32;27;"https://youtu.be/r-bV_c7p4u0?si=Eh8UCmwJBoNT1QJc";;
"1998";4;"Estonia";"Koit Toome";"Mere lapsed";29;23;12;11;11;0;36;4;32;28;"https://youtu.be/OwgyoRn9jQc?si=tg_TybBYb6PGgULc";;
"1998";5;"Finland";"Edea";"Aava";14;21;14;15;14;1;22;0;22;22;"https://youtu.be/a4pCZ9fanWk?si=xzoergE2DbFq_NuV";"https://music.apple.com/gb/album/aava/713708190?i=713708437";"https://open.spotify.com/track/5twxOqAWxbJRPXxZreRgli?si=9ef4487c426244c7"
"1998";6;"France";"Marie Line";"Où aller";2;3;23;15;22;7;3;0;3;3;"https://youtu.be/LD_jRP2R2Vo?si=VHPabmN4V_rRxhPP";;
"1998";7;"Germany";"Guildo Horn";"Guildo hat euch lieb";3;9;7;6;7;1;86;11;75;64;"https://youtu.be/jo_DyXn-9Bc?si=owLD8rE_H0GVf86L";"https://music.apple.com/gb/album/guildo-hat-euch-lieb-grand-prix-version/713843161?i=713843232";"https://open.spotify.com/track/6TU1XF376ykPceVnK24OOK?si=4857a27d3ac540f8"
"1998";8;"Greece";"Thalassa";"Mia krifi evaisthisia";21;2;19;15;17;2;12;0;12;12;"https://youtu.be/SAoLC9MCQcw?si=DxHowL7DbjKdxywS";;
"1998";9;"Hungary";"Charlie";"A holnap már nem lesz szomorú";30;11;22;14;22;8;4;1;3;2;"https://youtu.be/1fgdjQmPwrY?si=_vbKC-QPEoe_FxdI";"https://music.apple.com/gb/album/a-holnap-m%C3%A1r-nem-lesz-szomor%C3%BA/1692646367?i=1692647014";"https://open.spotify.com/track/5tLnyuHqvngzkJtHIf9Onq?si=52211b46992b4bcc"
"1998";10;"Ireland";"Dawn Martin";"Is Always Over Now";18;13;9;2;10;8;64;22;42;20;"https://youtu.be/bGucxzkmI-U?si=NA7LnOOvcv9SLqyP";;
"1998";11;"Israel";"Dana International";"Diva";20;8;1;5;1;4;172;12;160;148;"https://youtu.be/h5W3ko1ft2M?si=j9k_HPpzusIxyRmF";"https://music.apple.com/gb/album/diva-english-version/1704442988?i=1704443512";"https://open.spotify.com/track/2kJ0xpv54mvAhN98IyWn3v?si=bd81a924430d4db1"
"1998";12;"Macedonia";"Vlado Janevski";"Ne zori, zoro";36;10;3;4;2;2;165;17;148;131;"https://youtu.be/sqvIdZXuPjs?si=Ewbb7Pk3zBzDN_-e";;
"1998";13;"Malta";"Chiara";"The One That I Love";19;18;4;3;4;1;150;19;131;112;"https://youtu.be/g0AQI_Nt1X4?si=fpXeRwBicrclMHxr";"https://music.apple.com/gb/album/the-one-that-i-love-esc-1998/843614305?i=843614341";"https://open.spotify.com/track/3s1GSTcK3WAVbQhpVVziKN?si=507d39d2a48e465e"
"1998";14;"Netherlands";"Edsilia";"Hemel en aarde";6;25;18;12;16;4;16;3;13;10;"https://youtu.be/O_TDK5Q4BjA?si=o3gy7Rg00xWtgcSq";"https://music.apple.com/gb/album/hemel-aarde/476565520?i=476565685";"https://open.spotify.com/track/5LVFTvXCObhitD5wDN799x?si=3822c8499a324019"
"1998";15;"Norway";"Lars A. Fredriksen";"Alltid sommer";13;22;8;10;8;2;79;5;74;69;"https://youtu.be/pfMXlzT9vTU?si=aoY4mpUyS7UhzYyH";;
"1998";16;"Poland";"Sixteen";"To takie proste";32;7;16;5;20;15;19;12;7;5;"https://youtu.be/1PLtGzUblEY?si=YCR5YxiovyRlqVRN";;
"1998";17;"Portugal";"Alma Lusa";"Se eu te pudesse abraçar";17;14;12;9;12;3;36;6;30;24;"https://youtu.be/6nvqZJbD29k?si=VwZrFgH6TcKWeen6";;
"1998";18;"Romania";"Mălina Olinescu";"Eu cred";33;15;21;15;21;6;6;0;6;6;"https://youtu.be/6nr1g-_XiLM?si=dECcPGIXPSmpPzaW";;
"1998";19;"Slovakia";"Katarína Hasprová";"Modlitba";35;6;20;15;19;4;8;0;8;8;"https://youtu.be/bHQqFDdSNeo?si=4ACKv2hVkHj0JVmS";"https://music.apple.com/gb/album/modlitba-2009/335093545?i=335094009";"https://open.spotify.com/track/5Hb81hUqFvtZ9MgNrA3J9L?si=4a12c998b15b4d0c"
"1998";20;"Slovenia";"Vili Resnik";"Naj bogovi slišijo";28;12;17;8;18;10;17;8;9;1;"https://youtu.be/BTED2l_S-aQ?si=I1A1oUA3wzO8QAcb";;
"1998";21;"Spain";"Mikel Herzog";"¿Qué voy a hacer sin ti?";15;4;15;15;15;0;21;0;21;21;"https://youtu.be/3gwv1idqVd0?si=JrWolg024BKRbid4";"https://music.apple.com/gb/album/que-voy-a-hacer-sin-ti/1013879837?i=1013879973";"https://open.spotify.com/track/0hFYZ2dqaX2L1eD0UUr872?si=fc1d687b70434197"
"1998";22;"Sweden";"Jill Johnson";"Kärleken är";11;19;10;7;9;2;53;10;43;33;"https://youtu.be/aGBU1IGC17s?si=HTeTEJDGKgjf-iNR";"https://music.apple.com/gb/album/k%C3%A4rleken-%C3%A4r/379903502?i=379903505";"https://open.spotify.com/track/3JhvBSXoWXJnKGzCmPlaxV?si=e5d21a58a579453b"
"1998";23;"Switzerland";"Gunvor";"Lass ihn";7;5;24;15;23;8;0;0;0;0;"https://youtu.be/07DuJq6weas?si=otBFU8n8mV45Y2Vi";"https://music.apple.com/gb/album/lass-ihn/881493580?i=881494928";"https://open.spotify.com/track/3hxqRp4OhlLVIFB2yi0rLq?si=271fe93ecc50469f"
"1998";24;"Turkey";"Tüzmen";"Unutamazsın";22;24;13;13;13;0;25;2;23;21;"https://youtu.be/zOa-AtCdSzw?si=kC4hnPLqxT7-oBja";;
"1998";25;"United Kingdom";"Imaani";"Where Are You?";10;16;2;1;3;2;166;34;132;98;"https://youtu.be/0nusBQ7Lacg?si=5Rh9FzfJ8GQJ6TJh";"https://music.apple.com/gb/album/where-are-you-single-version/689147602?i=689147701";"https://open.spotify.com/track/2nW7d3hGhkwvoUn0rUe39P?si=68704f74c5604896"
"1999";1;"Austria";"Bobbie Singer";"Reflection";8;18;9;13;8;5;65;0;65;65;"https://youtu.be/w7-2edBlVoE?si=fqs-BUd7qvew4Dh7";;
"1999";2;"Belgium";"Vanessa Chinitor";"Like the Wind";1;2;11;8;12;4;38;10;28;18;"https://youtu.be/VlQhQN5joNA?si=jXzb5WezCCHelXZ6";"https://music.apple.com/gb/album/like-the-wind/1574957590?i=1574957598";"https://open.spotify.com/track/5JyGXQzARMUB9TMR4ogvyg?si=d92f78999dfb4b82"
"1999";3;"Bosnia and Herzegovina";"Dino and Béatrice";"Putnici";26;22;7;9;6;3;86;7;79;72;"https://youtu.be/RRxgcossuOs?si=FNhJxu7f2aRDoRS-";"https://music.apple.com/gb/album/putnici-with-beatrice-poulot/486797541?i=486797632";"https://open.spotify.com/track/299hwAdhT3YRJ3DvGx6FTB?si=08220e1b58134d12"
"1999";4;"Croatia";"Doris";"Marija Magdalena";27;4;4;1;5;4;118;28;90;62;"https://youtu.be/pH0SpZe9pos?si=fskE2m9Z8QZ0lPq0";"https://music.apple.com/gb/album/marija-magdalena/381924210?i=381924817";"https://open.spotify.com/track/7Gj6Wi9ZFoIMdf9i1f9Y8P?si=b78da36e4f244fc2"
"1999";5;"Cyprus";"Marlain";"Tha'ne erotas";24;14;20;13;21;8;2;0;2;2;"https://youtu.be/ABU7gCbilS8?si=RXiEaUT-nkdwk6Pz";;
"1999";6;"Denmark";"Trine Jepsen and Michael Teschl";"This Time I Mean It";9;9;8;9;9;0;71;7;64;57;"https://youtu.be/y3ZONZeWlgU?si=k4xerwAwYoRX9sb4";;
"1999";7;"Estonia";"Evelin Samuel and Camille";"Diamond of Night";29;23;6;7;7;0;90;12;78;66;"https://youtu.be/GY4Vh-ROPu8?si=1lzenroAUwhdiy3p";;
"1999";8;"France";"Nayah";"Je veux donner ma voix";2;10;17;10;18;8;14;6;8;2;"https://youtu.be/NFC_iDXYIdU?si=SWnsZLtk7mMBb233";"https://music.apple.com/gb/album/je-veux-donner-ma-voix-eurovision-1999-france/536801023?i=536801025";"https://open.spotify.com/track/6Pj2g4QOtfm7ET6NN4tmLg?si=2e2915c822be42ce"
"1999";9;"Germany";"Sürpriz";"Journey to Jerusalem – Kudüs'e Seyahat";3;21;3;4;3;1;140;22;118;96;"https://youtu.be/pUcP3HWhmYo?si=QwmbZkRSxm8Lmyms";"https://music.apple.com/gb/album/reise-nach-jerusalem-kud%C3%BCse-seyahat/255640263?i=255640877";"https://open.spotify.com/track/0bzIaa3azbKw5CHX8bTQby?si=82dd487d94314156"
"1999";10;"Iceland";"Selma";"All Out of Luck";25;13;2;4;2;2;146;22;124;102;"https://youtu.be/0c_2T-DZUe0?si=qySRxIPdipVvzmoB";"https://music.apple.com/gb/album/all-out-of-luck/527926951?i=527927235";"https://open.spotify.com/track/3F2vFcTAfL7jThy047uUrv?si=cc256f0cb08f49fd"
"1999";11;"Ireland";"The Mullans";"When You Need Me";18;17;15;6;19;13;18;13;5;8;"https://youtu.be/2RWGVuvCCIs?si=R59XEpPW3lGGWqxK";;
